Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,MONETARY AGREGATES
,,,,,Monetary Statistics Department - Central Bank of the Argentine Republic
,,,,,
,,,,,
,,,,,
Year,Month,Monetary expression (m),,,Monetary base (M0)
,,Description,Quantity of,Equivalence,Total
,,,previous,of the original,
,,,monetary unit,monetary unit,
,,,in the new,with the,
,,,monetary,actual mone-,
,,,unit,tary unit,
Año,Mes,divisa,unidad medida,equivalencia,MO
2008.11,Nov.,Pesos,1000,1,101529129
2008.12,Dic.,Pesos,1000,1,109449031
2008.13,,,,,
2009.01,Ene.,Pesos,1000,1,104267617
2009.02,Feb.,Pesos,1000,1,102208057
2009.03,Mar.,Pesos,1000,1,97680934
2009.04,Abr.,Pesos,1000,1,99648893
2009.05,May.,Pesos,1000,1,99971207
2009.06,Jun.,Pesos,1000,1,103185015
2009.07,Jul.,Pesos,1000,1,101519317
2009.08,Ago.,Pesos,1000,1,104529738
2009.09,Set.,Pesos,1000,1,103858043
2009.1,Oct.,Pesos,1000,1,107919286
2009.11,Nov.,Pesos,1000,1,110925151
2009.12,Dic.,Pesos,1000,1,122350171
2009.13,,,,,
2010.01,Ene.,Pesos,1000,1,121318193
2010.02,Feb.,Pesos,1000,1,116459727
2010.03,Mar.,Pesos,1000,1,122612493
2010.04,Abr.,Pesos,1000,1,119477821
2010.05,May.,Pesos,1000,1,121601037
2010.06,Jun.,Pesos,1000,1,127162592
2010.07,Jul.,Pesos,1000,1,134066181
2010.08,Ago.,Pesos,1000,1,136232292
2010.09,Set.,Pesos,1000,1,139804272
2010.1,Oct.,Pesos,1000,1,140516481
2010.11,Nov.,Pesos,1000,1,145515407
2010.12,Dic.,Pesos,1000,1,160407987
2010.13,,,,,
2011.01,Ene.,Pesos,1000,1,158604572
2011.02,Feb.,Pesos,1000,1,160387260
2011.03,Mar.,Pesos,1000,1,159289860
2011.04,Abr.,Pesos,1000,1,167292909
2011.05,May.,Pesos,1000,1,172685474
2011.06,Jun.,Pesos,1000,1,176683549
2011.07,Jul.,Pesos,1000,1,185010645
2011.08,Ago.,Pesos,1000,1,185824412
2011.09,Set.,Pesos,1000,1,192686025
2011.1,Oct.,Pesos,1000,1,190247225
2011.11,Nov.,Pesos,1000,1,198013671
2011.12,Dic.,Pesos,1000,1,222921853
 ,,,,,
2012.01,Ene.,Pesos,1000,1,216117379
2012.02,Feb.,Pesos,1000,1,205436675
2012.03,Mar.,Pesos,1000,1,220625738
2012.04,Abr.,Pesos,1000,1,222914152
2012.05,May.,Pesos,1000,1,225511923
2012.06,Jun.,Pesos,1000,1,244157629
2012.07,Jul.,Pesos,1000,1,246460778
2012.08,Ago.,Pesos,1000,1,260757449
2012.09,Set.,Pesos,1000,1,265188984
2012.1,Oct.,Pesos,1000,1,265116160
2012.11,Nov.,Pesos,1000,1,268659406
2012.12,Dic.,Pesos,1000,1,307351516
2012.13,,,,,
2013.01,Ene.,Pesos,1000,1,287546256
2013.02,Feb.,Pesos,1000,1,291151222
2013.03,Mar.,Pesos,1000,1,302214452
2013.04,Abr.,Pesos,1000,1,287319126
2013.05,May.,Pesos,1000,1,304336389
2013.06,Jun.,Pesos,1000,1,307549419
2013.07,Jul.,Pesos,1000,1,318127972
2013.08,Ago.,Pesos,1000,1,321192051
2013.09,Set.,Pesos,1000,1,327433444
2013.1,Oct.,Pesos,1000,1,326803471
2013.11,Nov.,Pesos,1000,1,336845869
2013.12,Dic.,Pesos,1000,1,377196524
2013.13,,,,,
2014.01,Ene.,Pesos,1000,1,363857585
2014.02,Feb.,Pesos,1000,1,344818996
2014.03,Mar.,Pesos,1000,1,349029355
2014.04,Abr.,Pesos,1000,1,352162764
2014.05,May.,Pesos,1000,1,348928290
2014.06,Jun.,Pesos,1000,1,370611014
2014.07,Jul.,Pesos,1000,1,371688689
2014.08,Ago.,Pesos,1000,1,389193152
2014.09,Set.,Pesos,1000,1,382315187
2014.1,Oct.,Pesos,1000,1,407436637
2014.11,Nov.,Pesos,1000,1,409124284
2014.12,Dic.,Pesos,1000,1,462564475
2014.13,,,,,
2015.01,Ene.,Pesos,1000,1,447994445
2015.02,Feb.,Pesos,1000,1,446408033
2015.03,Mar.,Pesos,1000,1,440354212
2015.04,Abr.,Pesos,1000,1,469092345
2015.05,May.,Pesos,1000,1,462103396
2015.06,Jun.,Pesos,1000,1,482719303
2015.07,Jul.,Pesos,1000,1,520170390
2015.08,Ago.,Pesos,1000,1,509258274
2015.09,Set.,Pesos,1000,1,530134361
2015.1,Oct.,Pesos,1000,1,543201425
2015.11,Nov.,Pesos,1000,1,536761082
2015.12,Dic.,Pesos,1000,1,623889517
2015.13,,,,,
2016.01,Ene.,Pesos,1000,1,588332879
2016.02,Feb.,Pesos,1000,1,559137893
2016.03,Mar.,Pesos,1000,1,573019445
2016.04,Abr.,Pesos,1000,1,572567591
2016.05,May.,Pesos,1000,1,576155779
2016.06,Jun.,Pesos,1000,1,631231435
2016.07,Jul.,Pesos,1000,1,661129803
2016.08,Ago.,Pesos,1000,1,679730024
2016.09,Set.,Pesos,1000,1,682655051
2016.1,Oct.,Pesos,1000,1,674209182
2016.11,Nov.,Pesos,1000,1,716689036
2016.12,Dic.,Pesos,1000,1,821664245
2016.13,,,,,
2017.01,Ene.,Pesos,1000,1,827885507
2017.02,Feb.,Pesos,1000,1,814741960
2017.03,Mar.,Pesos,1000,1,754751524
2017.04,Abr.,Pesos,1000,1,795909829
2017.05,May.,Pesos,1000,1,757086363
2017.06,Jun.,Pesos,1000,1,833104992
2017.07,Jul.,Pesos,1000,1,832274049
2017.08,Ago.,Pesos,1000,1,838398204
2017.09,Set.,Pesos,1000,1,868104811
2017.1,Oct.,Pesos,1000,1,870103490
2017.11,Nov.,Pesos,1000,1,880312466
2017.12,Dic.,Pesos,1000,1,1001112808
2017.13,,,,,
2018.01,Ene. *,Pesos,1000,1,966088998
2018.02,Feb.,Pesos,1000,1,1002919004
2018.03,Mar.,Pesos,1000,1,995473364
2018.04,Abr.,Pesos,1000,1,999359422
2018.05,May.,Pesos,1000,1,1020465820
2018.06,Jun.,Pesos,1000,1,1043632350
2018.07,Jul.,Pesos,1000,1,1066809260
2018.08,Ago.,Pesos,1000,1,1208276239
2018.09,Set.,Pesos,1000,1,1249656668
2018.1,Oct.,Pesos,1000,1,1155082367
2018.11,Nov.,Pesos,1000,1,1238890722
2018.12,Dic.,Pesos,1000,1,1408977251
2018.13,,,,,
2019.01,Ene. ,Pesos,1000,1,1352804931
2019.02,Feb.,Pesos,1000,1,1403080588
2019.03,Mar.,Pesos,1000,1,1351520914
2019.04,Abr.,Pesos,1000,1,1402918971
2019.05,May.,Pesos,1000,1,1356451700
2019.06,Jun.,Pesos,1000,1,1375802840
2019.07,Jul.,Pesos,1000,1,1339296990
2019.08,Ago.,Pesos,1000,1,1296172660
2019.09,Set.,Pesos,1000,1,1310028930
2019.1,Oct.,Pesos,1000,1,1387243139
2019.11,Nov.,Pesos,1000,1,1671620827
2019.12,Dic.,Pesos,1000,1,1895380875
2019.13,,,,,
2020.01,Ene. ,Pesos,1000,1,1708870832
2020.02,Feb.,Pesos,1000,1,1716134071
2020.03,Mar.,Pesos,1000,1,2292083145
2020.04,Abr.,Pesos,1000,1,1867127305
2020.05,May.,Pesos,1000,1,2131291542
2020.06,Jun.,Pesos,1000,1,2164500832
2020.07,Jul.,Pesos,1000,1,2428899962
2020.08,Ago.,Pesos,1000,1,2287225315
2020.09,Set.,Pesos,1000,1,2393694949
2020.1,Oct.,Pesos,1000,1,2225060683
2020.11,Nov.,Pesos,1000,1,2227274705
2020.12,Dic.,Pesos,1000,1,2470259790
,,,,,
2021.01,Ene. ,Pesos,1000,1,2481309920
2021.02,Feb.,Pesos,1000,1,2408886405
2021.03,Mar.,Pesos,1000,1,2432295286
2021.04,Abr.,Pesos,1000,1,2370114766
2021.05,May.,Pesos,1000,1,2517197214
2021.06,Jun.,Pesos,1000,1,2735557303
2021.07,Jul.,Pesos,1000,1,2783078568
2021.08,Ago.,Pesos,1000,1,2866831916
2021.09,Set.,Pesos,1000,1,2940337174
2021.1,Oct.,Pesos,1000,1,3009289614
2021.11,Nov.,Pesos,1000,1,3136142071
2021.12,Dic.,Pesos,1000,1,3654036382
,,,,,
2022.01,Ene. ,Pesos,1000,1,3631047667
2022.02,Feb.,Pesos,1000,1,3672002085
2022.03,Mar.,Pesos,1000,1,3513785090
2022.04,Abr.,Pesos,1000,1,3509534017
2022.05,May.,Pesos,1000,1,3767808784
2022.06,Jun.,Pesos,1000,1,3981920772
2022.07,Jul.,Pesos,1000,1,4316998957
2022.08,Ago.,Pesos,1000,1,4191384150
2022.09,Set.,Pesos,1000,1,4099048710
2022.1,Oct.,Pesos,1000,1,4298889212
2022.11,Nov.,Pesos,1000,1,4507746609
2022.12,Dic.,Pesos,1000,1,5203751253
,,,,,
2023.01,Ene. ,Pesos,1000,1,5316722297
2023.02,Feb.,Pesos,1000,1,5219956407
2023.03,Mar.,Pesos,1000,1,5369482481
2023.04,Abr.,Pesos,1000,1,5366599246
2023.05,May.,Pesos,1000,1,5576415359
2023.06,Jun.,Pesos,1000,1,5885739425
2023.07,Jul.,Pesos,1000,1,6392699989
2023.08,Ago.,Pesos,1000,1,6621931076
2023.09,Set.,Pesos,1000,1,6828208573
2023.1,Oct.,Pesos,1000,1,7237385432
2023.11,Nov.,Pesos,1000,1,8973529815
2023.12,Dic.,Pesos,1000,1,9607991804
,,,,,
2024.01,Ene. ,Pesos,1000,1,10923531519
2024.02,Feb.,Pesos,1000,1,10541474874
2024.03,Mar.,Pesos,1000,1,12463695230
2024.04,Abr.,Pesos,1000,1,14969070725
2024.05,May.,Pesos,1000,1,
2024.06,Jun.,Pesos,1000,1,0
2024.07,Jul.,Pesos,1000,1,0
2024.08,Ago.,Pesos,1000,1,0
2024.09,Set.,Pesos,1000,1,0
2024.1,Oct.,Pesos,1000,1,0
2024.11,Nov.,Pesos,1000,1,0
2024.12,Dic.,Pesos,1000,1,0
