Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,MONETARY AGREGATES
,,,,,Monetary Statistics Department - Central Bank of the Argentine Republic
,,,,,
,,,,,
,,,,,
Year,Month,Monetary expression (m),,,Monetary base (M0)
,,Description,Quantity of,Equivalence,Total
,,,previous,of the original,
,,,monetary unit,monetary unit,
,,,in the new,with the,
,,,monetary,actual mone-,
,,,unit,tary unit,
Año,Mes,divisa,unidad medida,equivalencia,MO
1970.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,8848
1970.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,8852
1970.05,May.,$ Ley,1000000,1.0000000000000001e-11,9212
1970.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,9452
1970.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,9791
1970.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,9808
1970.09,Set.,$ Ley,1000000,1.0000000000000001e-11,9555
1970.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,9582
1970.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,9560
1970.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,10105
1970.13,,,,,
1971.01,Ene. ,$ Ley,1000000,1.0000000000000001e-11,9933
1971.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,10026
1971.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,10040
1971.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,10037
1971.05,May.,$ Ley,1000000,1.0000000000000001e-11,10254
1971.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,10361
1971.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,10683
1971.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,10983
1971.09,Set.,$ Ley,1000000,1.0000000000000001e-11,11315
1971.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,11544
1971.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,11882
1971.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,12979
1971.13,,,,,
1972.01,Ene. ,$ Ley,1000000,1.0000000000000001e-11,13213
1972.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,13546
1972.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,13400
1972.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,13615
1972.05,May.,$ Ley,1000000,1.0000000000000001e-11,14013
1972.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,14137
1972.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,14769
1972.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,14988
1972.09,Set.,$ Ley,1000000,1.0000000000000001e-11,15041
1972.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,15809
1972.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,15966
1972.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,18566
1972.13,,,,,
1973.01,Ene. ,$ Ley,1000000,1.0000000000000001e-11,18646
1973.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,19991
1973.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,21261
1973.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,22456
1973.05,May.,$ Ley,1000000,1.0000000000000001e-11,23608
1973.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,26658
1973.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,29087
1973.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,31584
1973.09,Set.,$ Ley,1000000,1.0000000000000001e-11,37814
1973.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,38357
1973.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,39410
1973.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,45129
1973.13,,,,,
1974.01,Ene.,$ Ley,1000000,1.0000000000000001e-11,47188
1974.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,48218
1974.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,51338
1974.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,53828
1974.05,May.,$ Ley,1000000,1.0000000000000001e-11,56343
1974.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,53637
1974.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,55913
1974.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,57577
1974.09,Set.,$ Ley,1000000,1.0000000000000001e-11,60300
1974.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,61518
1974.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,63412
1974.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,71310
1974.13,,,,,
1975.01,Ene.,$ Ley,1000000,1.0000000000000001e-11,74455
1975.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,74517
1975.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,77301
1975.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,78084
1975.05,May.,$ Ley,1000000,1.0000000000000001e-11,80311
1975.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,88388
1975.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,101971
1975.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,115137
1975.09,Set.,$ Ley,1000000,1.0000000000000001e-11,139458
1975.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,156889
1975.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,177044
1975.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,233890
1975.13,,,,,
1976.01,Ene.,$ Ley,1000000,1.0000000000000001e-11,262929
1976.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,296481
1976.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,354033
1976.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,407124
1976.05,May.,$ Ley,1000000,1.0000000000000001e-11,474663
1976.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,575657
1976.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,661657
1976.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,737732
1976.09,Set.,$ Ley,1000000,1.0000000000000001e-11,784672
1976.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,808482
1976.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,875390
1976.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,1029885
1976.13,,,,,
1977.01,Ene. ,$ Ley,1000000,1.0000000000000001e-11,1080757
1977.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,1183654
1977.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,1269953
1977.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,1449803
1977.05,May.,$ Ley,1000000,1.0000000000000001e-11,1651710
1977.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,2214222
1977.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,2432106
1977.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,2610261
1977.09,Set.,$ Ley,1000000,1.0000000000000001e-11,2718248
1977.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,2940501
1977.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,3044377
1977.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,3600093
1977.13,,,,,
1978.01,Ene. ,$ Ley,1000000,1.0000000000000001e-11,3835546
1978.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,4137701
1978.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,4334640
1978.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,4605359
1978.05,May.,$ Ley,1000000,1.0000000000000001e-11,5187787
1978.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,5424796
1978.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,6089070
1978.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,6191005
1978.09,Set.,$ Ley,1000000,1.0000000000000001e-11,6767085
1978.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,6388307
1978.11,Nov.,$ Ley,1000000,1.0000000000000001e-11,6434776
1978.12,Dic.,$ Ley,1000000,1.0000000000000001e-11,7117461
1978.13,,,,,
1979.01,Ene.,$ Ley,1000000,1.0000000000000001e-11,7191216
1979.02,Feb.,$ Ley,1000000,1.0000000000000001e-11,7376740
1979.03,Mar.,$ Ley,1000000,1.0000000000000001e-11,8137759
1979.04,Abr.,$ Ley,1000000,1.0000000000000001e-11,8910094
1979.05,May.,$ Ley,1000000,1.0000000000000001e-11,9197913
1979.06,Jun.,$ Ley,1000000,1.0000000000000001e-11,10608736
1979.07,Jul.,$ Ley,1000000,1.0000000000000001e-11,10602783
1979.08,Ago.,$ Ley,1000000,1.0000000000000001e-11,11046557
1979.09,Set.,$ Ley,1000000,1.0000000000000001e-11,12537320
1979.1,Oct.,$ Ley,1000000,1.0000000000000001e-11,12437682
1979.11,Nov.,$ Ley,1000000000,1.0000000000000001e-11,13040
1979.12,Dic.,$ Ley,1000000000,1.0000000000000001e-11,13175
1979.13,,,,,
1980.01,Ene.,$ Ley,1000000000,1.0000000000000001e-11,13153
1980.02,Feb.,$ Ley,1000000000,1.0000000000000001e-11,13249
1980.03,Mar.,$ Ley,1000000000,1.0000000000000001e-11,13138
1980.04,Abr.,$ Ley,1000000000,1.0000000000000001e-11,14238
1980.05,May.,$ Ley,1000000000,1.0000000000000001e-11,15453
1980.06,Jun.,$ Ley,1000000000,1.0000000000000001e-11,15882
1980.07,Jul.,$ Ley,1000000000,1.0000000000000001e-11,20045
1980.08,Ago.,$ Ley,1000000000,1.0000000000000001e-11,17199
1980.09,Set.,$ Ley,1000000000,1.0000000000000001e-11,18413
1980.1,Oct.,$ Ley,1000000000,1.0000000000000001e-11,19282
1980.11,Nov.,$ Ley,1000000000,1.0000000000000001e-11,19249
1980.12,Dic.,$ Ley,1000000000,1.0000000000000001e-11,23593
1980.13,,,,,
1981.01,Ene. ,$ Ley,1000000000,1.0000000000000001e-11,22042
1981.02,Feb.,$ Ley,1000000000,1.0000000000000001e-11,24397
1981.03,Mar.,$ Ley,1000000000,1.0000000000000001e-11,21007
1981.04,Abr.,$ Ley,1000000000,1.0000000000000001e-11,24609
1981.05,May.,$ Ley,1000000000,1.0000000000000001e-11,30149
1981.06,Jun.,$ Ley,1000000000,1.0000000000000001e-11,30357
1981.07,Jul.,$ Ley,1000000000,1.0000000000000001e-11,33745
1981.08,Ago.,$ Ley,1000000000,1.0000000000000001e-11,37556
1981.09,Set.,$ Ley,1000000000,1.0000000000000001e-11,37699
1981.1,Oct.,$ Ley,1000000000,1.0000000000000001e-11,46210
1981.11,Nov.,$ Ley,1000000000,1.0000000000000001e-11,45253
1981.12,Dic.,$ Ley,1000000000,1.0000000000000001e-11,51328
1981.13,,,,,
1982.01,Ene. ,$ Ley,1000000000,1.0000000000000001e-11,50804
1982.02,Feb.,$ Ley,1000000000,1.0000000000000001e-11,57866
1982.03,Mar.,$ Ley,1000000000,1.0000000000000001e-11,60683
1982.04,Abr.,$ Ley,1000000000,1.0000000000000001e-11,70985
1982.05,May.,$ Ley,1000000000,1.0000000000000001e-11,68062
1982.06,Jun.,$ Ley,1000000000,1.0000000000000001e-11,65172
1982.07,Jul.,$ Ley,1000000000,1.0000000000000001e-11,321046
1982.08,Ago.,$ Ley,1000000000,1.0000000000000001e-11,290387
1982.09,Set.,$ Ley,1000000000,1.0000000000000001e-11,315064
1982.1,Oct.,$ Ley,1000000000,1.0000000000000001e-11,304001
1982.11,Nov.,$ Ley,1000000000,1.0000000000000001e-11,353240
1982.12,Dic.,$ Ley,1000000000,1.0000000000000001e-11,433242
1982.13,,,,,
1983.01,Ene. ,peso argentino,1000000,1.0000000000000001e-07,49279
1983.02,Feb.,peso argentino,1000000,1.0000000000000001e-07,50407
1983.03,Mar.,peso argentino,1000000,1.0000000000000001e-07,53010
1983.04,Abr.,peso argentino,1000000,1.0000000000000001e-07,56885
1983.05,May.,peso argentino,1000000,1.0000000000000001e-07,68323
1983.06,Jun.,peso argentino,1000000,1.0000000000000001e-07,74998
1983.07,Jul.,peso argentino,1000000,1.0000000000000001e-07,87115
1983.08,Ago.,peso argentino,1000000,1.0000000000000001e-07,92808
1983.09,Set.,peso argentino,1000000,1.0000000000000001e-07,110480
1983.1,Oct.,peso argentino,1000000,1.0000000000000001e-07,130282
1983.11,Nov.,peso argentino,1000000,1.0000000000000001e-07,151557
1983.12,Dic.,peso argentino,1000000,1.0000000000000001e-07,197646
1983.13,,,,,
1984.01,Ene.,peso argentino,1000000,1.0000000000000001e-07,226479
1984.02,Feb.,peso argentino,1000000,1.0000000000000001e-07,263173
1984.03,Mar.,peso argentino,1000000,1.0000000000000001e-07,306911
1984.04,Abr.,peso argentino,1000000,1.0000000000000001e-07,352611
1984.05,May.,peso argentino,1000000,1.0000000000000001e-07,382060
1984.06,Jun.,peso argentino,1000000,1.0000000000000001e-07,451080
1984.07,Jul.,peso argentino,1000000,1.0000000000000001e-07,503558
1984.08,Ago.,peso argentino,1000000,1.0000000000000001e-07,554143
1984.09,Set.,peso argentino,1000000,1.0000000000000001e-07,649332
1984.1,Oct.,peso argentino,1000000,1.0000000000000001e-07,766868
1984.11,Nov.,peso argentino,1000000,1.0000000000000001e-07,842076
1984.12,Dic.,peso argentino,1000000,1.0000000000000001e-07,1058480
1984.13,,,,,
1985.01,Ene.,Australes,1000,0.0001,1195723
1985.02,Feb.,Australes,1000,0.0001,1305128
1985.03,Mar.,Australes,1000,0.0001,1467507
1985.04,Abr.,Australes,1000,0.0001,1323182
1985.05,May.,Australes,1000,0.0001,1307014
1985.06,Jun.,Australes,1000,0.0001,2479057
1985.07,Jul.,Australes,1000,0.0001,3000814
1985.08,Ago.,Australes,1000,0.0001,3423820
1985.09,Set.,Australes,1000,0.0001,3588472
1985.1,Oct.,Australes,1000,0.0001,3991793
1985.11,Nov.,Australes,1000,0.0001,4429797
1985.12,Dic.,Australes,1000,0.0001,5153859
1985.13,,,,,
1986.01,Ene.,Australes,1000,0.0001,4982234
1986.02,Feb.,Australes,1000,0.0001,4536984
1986.03,Mar.,Australes,1000,0.0001,5150356
1986.04,Abr.,Australes,1000,0.0001,5240027
1986.05,May.,Australes,1000,0.0001,5432084
1986.06,Jun.,Australes,1000,0.0001,5824298
1986.07,Jul.,Australes,1000,0.0001,6130685
1986.08,Ago.,Australes,1000,0.0001,6585647
1986.09,Set.,Australes,1000,0.0001,6282091
1986.1,Oct.,Australes,1000,0.0001,5999370
1986.11,Nov.,Australes,1000,0.0001,6441912
1986.12,Dic.,Australes,1000,0.0001,6943006
1986.13,,,,,
1987.01,Ene. ,Australes,1000,0.0001,7361727
1987.02,Feb.,Australes,1000,0.0001,6943415
1987.03,Mar.,Australes,1000,0.0001,7193728
1987.04,Abr.,Australes,1000,0.0001,7392544
1987.05,May.,Australes,1000,0.0001,8147313
1987.06,Jun.,Australes,1000,0.0001,8285753
1987.07,Jul.,Australes,1000,0.0001,9193907
1987.08,Ago.,Australes,1000,0.0001,9241592
1987.09,Set.,Australes,1000,0.0001,9709196
1987.1,Oct.,Australes,1000,0.0001,11864708
1987.11,Nov.,Australes,1000,0.0001,11992935
1987.12,Dic.,Australes,1000,0.0001,13519004
1987.13,,,,,
1988.01,Ene. ,Australes,1000000,0.0001,14376.356
1988.02,Feb.,Australes,1000000,0.0001,13591.45
1988.03,Mar.,Australes,1000000,0.0001,15606.246
1988.04,Abr.,Australes,1000000,0.0001,17216.735
1988.05,May.,Australes,1000000,0.0001,20433.775
1988.06,Jun.,Australes,1000000,0.0001,23491.834
1988.07,Jul.,Australes,1000000,0.0001,31523.912999999997
1988.08,Ago.,Australes,1000000,0.0001,37351.934
1988.09,Set.,Australes,1000000,0.0001,45641.22
1988.1,Oct.,Australes,1000000,0.0001,48129.656
1988.11,Nov.,Australes,1000000,0.0001,56576.12
1988.12,Dic.,Australes,1000000,0.0001,69996.97
1988.13,,,,,
1989.01,Ene.,Australes,1000000,0.0001,68986
1989.02,Feb.,Australes,1000000,0.0001,72691
1989.03,Mar.,Australes,1000000,0.0001,75343
1989.04,Abr.,Australes,1000000,0.0001,95839
1989.05,May.,Australes,1000000,0.0001,199708
1989.06,Jun.,Australes,1000000,0.0001,367779
1989.07,Jul.,Australes,1000000,0.0001,899756
1989.08,Ago.,Australes,1000000,0.0001,1167793
1989.09,Set.,Australes,1000000,0.0001,1674196
1989.1,Oct.,Australes,1000000,0.0001,2170207
1989.11,Nov.,Australes,1000000,0.0001,2713724
1989.12,Dic.,Australes,1000000,0.0001,3688297
1989.13,,,,,
1990.01,Ene.,Pesos,1000,1,499801
1990.02,Feb.,Pesos,1000,1,594490
1990.03,Mar.,Pesos,1000,1,930126
1990.04,Abr.,Pesos,1000,1,1229198
1990.05,May.,Pesos,1000,1,1409982
1990.06,Jun.,Pesos,1000,1,1820867
1990.07,Jul.,Pesos,1000,1,1966004
1990.08,Ago.,Pesos,1000,1,1976474
1990.09,Set.,Pesos,1000,1,2298607
1990.1,Oct.,Pesos,1000,1,2526096
1990.11,Nov.,Pesos,1000,1,2940912
1990.12,Dic.,Pesos,1000,1,3617130
1990.13,,,,,
1991.01,Ene.,Pesos,1000,1,3511157
1991.02,Feb.,Pesos,1000,1,4130282
1991.03,Mar.,Pesos,1000,1,4799521
1991.04,Abr.,Pesos,1000,1,4906162
1991.05,May.,Pesos,1000,1,5498102
1991.06,Jun.,Pesos,1000,1,5616150
1991.07,Jul.,Pesos,1000,1,6014394
1991.08,Ago.,Pesos,1000,1,6140136
1991.09,Set.,Pesos,1000,1,6558007
1991.1,Oct.,Pesos,1000,1,6726486
1991.11,Nov.,Pesos,1000,1,7264750
1991.12,Dic.,Pesos,1000,1,7822885
1991.13,,,,,
1992.01,Ene.,Pesos,1000,1,8141049
1992.02,Feb.,Pesos,1000,1,8454475
1992.03,Mar.,Pesos,1000,1,8033189
1992.04,Abr.,Pesos,1000,1,8660540
1992.05,May.,Pesos,1000,1,9361984
1992.06,Jun.,Pesos,1000,1,9277361
1992.07,Jul.,Pesos,1000,1,10051407
1992.08,Ago.,Pesos,1000,1,9948865
1992.09,Set.,Pesos,1000,1,9470300
1992.1,Oct.,Pesos,1000,1,9931485
1992.11,Nov.,Pesos,1000,1,9727541
1992.12,Dic.,Pesos,1000,1,11010061
1992.13,,,,,
1993.01,Ene.,Pesos,1000,1,11830995
1993.02,Feb.,Pesos,1000,1,11586166
1993.03,Mar.,Pesos,1000,1,10517159
1993.04,Abr.,Pesos,1000,1,11866411
1993.05,May.,Pesos,1000,1,11997927
1993.06,Jun.,Pesos,1000,1,11728654
1993.07,Jul.,Pesos,1000,1,13214501
1993.08,Ago.,Pesos,1000,1,14564172
1993.09,Set.,Pesos,1000,1,13111244
1993.1,Oct.,Pesos,1000,1,14203765
1993.11,Nov.,Pesos,1000,1,14405784
1993.12,Dic.,Pesos,1000,1,14989161
1993.13,,,,,
1994.01,Ene.,Pesos,1000,1,16037952
1994.02,Feb.,Pesos,1000,1,15994221
1994.03,Mar.,Pesos,1000,1,14632679
1994.04,Abr.,Pesos,1000,1,15163638
1994.05,May.,Pesos,1000,1,15546232
1994.06,Jun.,Pesos,1000,1,14219375
1994.07,Jul.,Pesos,1000,1,16626762
1994.08,Ago.,Pesos,1000,1,15556366
1994.09,Set.,Pesos,1000,1,14181015
1994.1,Oct.,Pesos,1000,1,15253793
1994.11,Nov.,Pesos,1000,1,14962242
1994.12,Dic.,Pesos,1000,1,16069123
1994.13,,,,,
1995.01,Ene.,Pesos,1000,1,11728282.94062
1995.02,Feb.,Pesos,1000,1,11327706.18779
1995.03,Mar.,Pesos,1000,1,10851195.33458
1995.04,Abr.,Pesos,1000,1,11069476.40443
1995.05,May.,Pesos,1000,1,10783923.93804
1995.06,Jun.,Pesos,1000,1,11186907.80145
1995.07,Jul.,Pesos,1000,1,11876548.24037
1995.08,Ago.,Pesos,1000,1,11371254.50515
1995.09,Set.,Pesos,1000,1,11113508.24676
1995.1,Oct.,Pesos,1000,1,11102176.80929
1995.11,Nov.,Pesos,1000,1,11056082.11193
1995.12,Dic.,Pesos,1000,1,13050012
1995.13,,,,,
1996.01,Ene.,Pesos,1000,1,12208745.51632
1996.02,Feb.,Pesos,1000,1,12093646.78099
1996.03,Mar.,Pesos,1000,1,11959578
1996.04,Abr.,Pesos,1000,1,12043003
1996.05,May.,Pesos,1000,1,12184489
1996.06,Jun.,Pesos,1000,1,12804115
1996.07,Jul.,Pesos,1000,1,13220074
1996.08,Ago.,Pesos,1000,1,12379145
1996.09,Set.,Pesos,1000,1,12221719
1996.1,Oct.,Pesos,1000,1,11881123
1996.11,Nov.,Pesos,1000,1,12061468
1996.12,Dic.,Pesos,1000,1,14030363
1996.13,,,,,
1997.01,Ene.,Pesos,1000,1,13194456
1997.02,Feb.,Pesos,1000,1,13144134
1997.03,Mar.,Pesos,1000,1,13370844
1997.04,Abr.,Pesos,1000,1,13221558
1997.05,May.,Pesos,1000,1,13440401
1997.06,Jun.,Pesos,1000,1,14041230
1997.07,Jul.,Pesos,1000,1,14525870
1997.08,Ago.,Pesos,1000,1,14295031
1997.09,Set.,Pesos,1000,1,14192183
1997.1,Oct.,Pesos,1000,1,14216303
1997.11,Nov.,Pesos,1000,1,14185581
1997.12,Dic.,Pesos,1000,1,15965670
1997.13,,,,,
1998.01,Ene.,Pesos,1000,1,14714694.32463
1998.02,Feb.,Pesos,1000,1,14574779.66418
1998.03,Mar.,Pesos,1000,1,14484625.93905
1998.04,Abr.,Pesos,1000,1,14697565.490360001
1998.05,May.,Pesos,1000,1,14721485.10233
1998.06,Jun.,Pesos,1000,1,15013179.95428
1998.07,Jul.,Pesos,1000,1,15618517.07908
1998.08,Ago.,Pesos,1000,1,15184028.14335
1998.09,Set.,Pesos,1000,1,14373817
1998.1,Oct.,Pesos,1000,1,14320244.47292
1998.11,Nov.,Pesos,1000,1,14493430.027479999
1998.12,Dic.,Pesos,1000,1,16370167
1998.13,,,,,
1999.01,Ene.,Pesos,1000,1,14966805.153649999
1999.02,Feb.,Pesos,1000,1,14600133.95715
1999.03,Mar.,Pesos,1000,1,14542339.082719998
1999.04,Abr.,Pesos,1000,1,14271307.96057
1999.05,May.,Pesos,1000,1,14157496.15143
1999.06,Jun.,Pesos,1000,1,14084465.90521
1999.07,Jul.,Pesos,1000,1,14731110.60326
1999.08,Ago.,Pesos,1000,1,14304601.53903
1999.09,Set.,Pesos,1000,1,13938606.12825
1999.1,Oct.,Pesos,1000,1,13921215.54696
1999.11,Nov.,Pesos,1000,1,13869860.682120001
1999.12,Dic.,Pesos,1000,1,16492773.517409999
1999.13,,,,,
2000.01,Ene.,Pesos,1000,1,14588595
2000.02,Feb.,Pesos,1000,1,13988871.58619
2000.03,Mar.,Pesos,1000,1,13641941.124440001
2000.04,Abr.,Pesos,1000,1,13904558.0645
2000.05,May.,Pesos,1000,1,13529881.643059999
2000.06,Jun.,Pesos,1000,1,13748837.22993
2000.07,Jul.,Pesos,1000,1,14292449.981110001
2000.08,Ago.,Pesos,1000,1,13636974.1447
2000.09,Set.,Pesos,1000,1,13567794.87489
2000.1,Oct.,Pesos,1000,1,13355081.9573
2000.11,Nov.,Pesos,1000,1,13329990.38402
2000.12,Dic.,Pesos,1000,1,15054195.37193
2000.13,,,,,
2001.01,Ene.,Pesos,1000,1,13845606.382280001
2001.02,Feb.,Pesos,1000,1,13690019
2001.03,Mar.,Pesos,1000,1,13554016
2001.04,Abr.,Pesos,1000,1,13283899
2001.05,May.,Pesos,1000,1,12978508
2001.06,Jun.,Pesos,1000,1,14421018
2001.07,Jul.,Pesos,1000,1,14359062
2001.08,Ago.,Pesos,1000,1,12598038
2001.09,Set.,Pesos,1000,1,12271560
2001.1,Oct.,Pesos,1000,1,11683826
2001.11,Nov.,Pesos,1000,1,11017876
2001.12,Dic.,Pesos,1000,1,11981250
2001.13,,,,,
2002.01,Ene.,Pesos,1000,1,15353894
2002.02,Feb.,Pesos,1000,1,20718799
2002.03,Mar.,Pesos,1000,1,20461631
2002.04,Abr.,Pesos,1000,1,21279044
2002.05,May.,Pesos,1000,1,20782057
2002.06,Jun.,Pesos,1000,1,20189280
2002.07,Jul.,Pesos,1000,1,20519876
2002.08,Ago.,Pesos,1000,1,21283199
2002.09,Set.,Pesos,1000,1,22607556
2002.1,Oct.,Pesos,1000,1,24402419
2002.11,Nov.,Pesos,1000,1,26362800
2002.12,Dic.,Pesos,1000,1,29151148
2002.13,,,,,
2003.01,Ene.,Pesos,1000,1,29491635
2003.02,Feb.,Pesos,1000,1,30163514
2003.03,Mar.,Pesos,1000,1,30667369
2003.04,Abr.,Pesos,1000,1,31474658
2003.05,May.,Pesos,1000,1,34149188
2003.06,Jun.,Pesos,1000,1,37674547
2003.07,Jul.,Pesos,1000,1,38573095
2003.08,Ago.,Pesos,1000,1,39812832
2003.09,Set.,Pesos,1000,1,40477623
2003.1,Oct.,Pesos,1000,1,42946426
2003.11,Nov.,Pesos,1000,1,44157342
2003.12,Dic.,Pesos,1000,1,46391026
2003.13,,,,,
2004.01,Ene.,Pesos,1000,1,46993447
2004.02,Feb.,Pesos,1000,1,46892744
2004.03,Mar.,Pesos,1000,1,45632819
2004.04,Abr.,Pesos,1000,1,47064468
2004.05,May.,Pesos,1000,1,47650474
2004.06,Jun.,Pesos,1000,1,48626699
2004.07,Jul.,Pesos,1000,1,47062165
2004.08,Ago.,Pesos,1000,1,47406654
2004.09,Set.,Pesos,1000,1,47533794
2004.1,Oct.,Pesos,1000,1,45890257
2004.11,Nov.,Pesos,1000,1,48675102
2004.12,Dic.,Pesos,1000,1,52477414
2004.13,,,,,
2005.01,Ene.,Pesos,1000,1,49362525
2005.02,Feb.,Pesos,1000,1,49663965
2005.03,Mar.,Pesos,1000,1,50202530
2005.04,Abr.,Pesos,1000,1,49845134
2005.05,May.,Pesos,1000,1,52142096
2005.06,Jun.,Pesos,1000,1,51423831
2005.07,Jul.,Pesos,1000,1,54392482
2005.08,Ago.,Pesos,1000,1,55528642
2005.09,Set.,Pesos,1000,1,52642831
2005.1,Oct.,Pesos,1000,1,55909857
2005.11,Nov.,Pesos,1000,1,55891484
2005.12,Dic.,Pesos,1000,1,54710492
2005.13,,,,,
2006.01,Ene.,Pesos,1000,1,59788740
2006.02,Feb.,Pesos,1000,1,57264078
2006.03,Mar.,Pesos,1000,1,59090681
2006.04,Abr.,Pesos,1000,1,60534911
2006.05,May.,Pesos,1000,1,60196697
2006.06,Jun.,Pesos,1000,1,63563532
2006.07,Jul.,Pesos,1000,1,64693291
2006.08,Ago.,Pesos,1000,1,65616743
2006.09,Set.,Pesos,1000,1,69427375
2006.1,Oct.,Pesos,1000,1,67892519
2006.11,Nov.,Pesos,1000,1,73039011
2006.12,Dic.,Pesos,1000,1,80066309
2006.13,,,,,
2007.01,Ene.,Pesos,1000,1,76329393
2007.02,Feb.,Pesos,1000,1,75328004
2007.03,Mar.,Pesos,1000,1,78796882
2007.04,Abr.,Pesos,1000,1,77733333
2007.05,May.,Pesos,1000,1,78517533
2007.06,Jun.,Pesos,1000,1,83674915
2007.07,Jul.,Pesos,1000,1,89691132
2007.08,Ago.,Pesos,1000,1,87451561
2007.09,Set.,Pesos,1000,1,86218016
2007.1,Oct.,Pesos,1000,1,85146899
2007.11,Nov.,Pesos,1000,1,89766578
2007.12,Dic.,Pesos,1000,1,99278658
2007.13,,,,,
2008.01,Ene.,Pesos,1000,1,94466758
2008.02,Feb.,Pesos,1000,1,97512870
2008.03,Mar.,Pesos,1000,1,98436682
2008.04,Abr.,Pesos,1000,1,98099522
2008.05,May.,Pesos,1000,1,97256152
2008.06,Jun.,Pesos,1000,1,102222638
2008.07,Jul.,Pesos,1000,1,97709285
2008.08,Ago.,Pesos,1000,1,99090449
2008.09,Set.,Pesos,1000,1,101338945
2008.1,Oct.,Pesos,1000,1,103360103
