Año,Divisa,M0_gr,M1_gr,M2_gr,M3_gr,GDP_gr,Inflation Rate,GDP_Real_gr,Velocity M2_gr
1993-12-31,Pesos,0.3614058087416592,0.33197159894231687,0.43258616541100237,0.4836921715040159,0.08851833603280923,0.03854187063507619,0.08206979072212284,-0.24017251994017508
1994-12-31,Pesos,0.07204952965679667,0.04939817283294601,0.08444957727741076,0.13857054790680468,0.002298593847110064,0.016078517633995926,0.05836200703685268,-0.07575362206931435
1995-12-31,Pesos,-0.1878827487971808,-0.012337174761372749,-0.052649298035889025,-0.04058164443050993,0.05471419699319946,0.0005437920085771264,-0.02845209610570787,0.11333025331220581
1996-12-31,Pesos,0.07512261291407252,0.19476059454224748,0.20813156098670738,0.20337289195447106,0.07609505428537044,0.0032790094455048546,0.055266898271523424,-0.10928984140891074
1997-12-31,Pesos,0.13793705836406378,0.16773925394128497,0.1934578913236693,0.25794754610835136,0.020792429121181177,0.0066444159178433715,0.081110467707457,-0.14467662701612716
1998-12-31,Pesos,0.025335422816580744,0.0261423977684625,0.05014228200609283,0.11190094335841749,-0.05159839537445021,-0.018171940992838365,0.03850178851562269,-0.09688275495982057
1999-12-31,Pesos,0.0074896314380910045,-0.027058133243991422,-0.023518864404860285,0.02387356694690901,0.0024010397745508616,-0.007312391060959489,-0.03385457040632689,0.02654419346628112
2000-12-31,Pesos,-0.08722475597942436,-0.041933936208112144,-0.03304341306949721,0.02891832997203614,-0.05456296758927359,-0.015433810984225693,-0.007889989390569063,-0.02225493347957619
2001-12-31,Pesos,-0.20412551425098435,-0.14854372824501183,0.06179871601598741,-0.21276212086549384,0.16331887155315417,0.4095282392026578,-0.044088396825855636,0.09561148832246125
2002-12-31,Pesos,1.4330639958268128,0.6105148058703365,0.05593359308836576,0.14780110530090007,0.20260253375135973,0.0365636814466328,-0.10894484828590278,0.13889977705323342
2003-12-31,Pesos,0.5913961947570641,0.5804451507994979,0.6117593058875515,0.39329501777716125,0.29051060082280444,0.061010394269144896,0.08837040795769235,-0.19931555778289378
2004-12-31,Pesos,0.13119752945321794,0.30455987528057804,0.40345946106368213,0.26250757416246784,0.20082442121864963,0.12326472529639165,0.09029573300681526,-0.14438253862456085
2005-12-31,Pesos,0.04255312580760928,0.272953451008481,0.22049137538965558,0.20123096485838832,0.22893967297640772,0.09838192444299976,0.0885165992013437,0.00692204611774061
2006-12-31,Pesos,0.46345437727008565,0.19976882765669823,0.19143643304932767,0.24479616871678034,0.2529331218683941,0.08476036558335909,0.08047151500430272,0.05161558528277821
2007-12-31,Pesos,0.2399554724072519,0.25871185121215956,0.26069607878361944,0.21429276864411406,0.28168506260856496,0.07238166976679827,0.09007650875047579,0.016648726190373164
2008-12-31,Pesos,0.1024426921645134,0.16884791858198733,0.16457540187995168,0.14041852262608745,0.085489942603733,0.0770408809313905,0.04057233103464064,-0.0679092647402243
2009-12-31,Pesos,0.11787349675119563,0.1334909534005171,0.1669991155998487,0.15407191535859677,0.33158262035535135,0.1091319268061659,-0.05918525076349468,0.14103138773237656
2010-12-31,Pesos,0.31105650028065757,0.35820283700981026,0.3867723387642785,0.3766192164370017,0.3113056889620771,0.09532999999999991,0.1012539815610023,-0.05441891772188656
2011-12-31,Pesos,0.38971791348519313,0.2948755204035314,0.2353695063798018,0.24700851896467912,0.21059415719259866,0.10832351893949776,0.06003951692805787,-0.020055011119552435
2012-12-31,Pesos,0.37874107838140025,0.3777270739303602,0.3507582471802382,0.3162467805361502,0.26930168340590166,0.10930987330928033,-0.010264204544320976,-0.06030432458538049
2013-12-31,Pesos,0.22724796971556183,0.24855662957913083,0.24978129570733487,0.2554461001801398,0.3675820019384317,-0.21653993524816595,0.02405323780794366,0.09425705652317795
2014-12-31,Pesos,0.22632221022270071,0.29018351393576136,0.29816754108766896,0.28329620261032784,0.3003709348376957,0.14309003194100867,-0.02512615320813938,0.0016973107709814528
2015-12-31,Pesos,0.3487622822742711,0.25558432705539835,0.3184791897268391,0.37267755177041684,0.3818363423336577,0.2669999999999999,0.027311598282894423,0.048053206376313495
2016-12-31,Pesos,0.3170028067645829,0.28489007263932264,0.46633238894080153,0.37537451719584225,0.29557872834135046,0.2650000000000001,-0.02080327843778107,-0.11644949118446069
2017-12-31,Pesos,0.2183964607100557,0.2025577638340179,0.2939959676228092,0.28194279214288565,0.3831608473019539,0.24795599999999984,0.028185029777591852,0.0689066132431222
2018-12-31,Pesos,0.4074110726990119,0.21829911284136916,0.4052925261415883,0.5251015485221855,0.4621038290026849,0.4764559006888065,-0.02617396462820376,0.04042667402286626
2019-12-31,Pesos,0.34521751409029666,0.2888455838844761,0.21873323076691387,0.2036874036289238,0.2621418296695457,0.5383240201633388,-0.020008610028578455,0.03561780199865061
2020-12-31,Pesos,0.3033052209097551,0.739529522476301,0.638345159821049,0.6707053217765786,0.7032908460718776,0.36140587812345415,-0.09900484813646404,0.03964102793694746
2021-12-31,Pesos,0.47921137557762705,0.5880417440360679,0.5334556928121486,0.5242773457283261,0.7787086115930999,0.5094163354346632,0.10718009933709505,0.15993479298458935
2022-12-31,Pesos,0.42411041078681855,0.5834523284656434,0.7005567504934502,0.8139134559377081,1.3021417655682912,0.9479318233519185,0.04956369960082352,0.3537576825356046
