Año,Divisa,M0_gr,M1_gr,M2_gr,M3_gr,GDP_gr,Inflation Rate,GDP_Real_gr,Velocity M0_gr,Velocity M1_gr,Velocity M2_gr,Velocity M3_gr
1993-12-31,Pesos,0.3614058087416592,0.3319715989423168,0.4325861654110023,0.4836921715040159,0.0435362512780193,-0.0356109557576574,0.0820697907221228,-0.2334862650229509,-0.216547671056452,-0.2715717375515535,-0.2966625616011787
1994-12-31,Pesos,0.0720495296567966,0.049398172832946,0.0844495772774107,0.1385705479068046,0.0885183360328092,0.0284933971509302,0.0583620070368526,0.0153619827446638,0.0372786652508216,0.0037519114218418,-0.0439605714077301
1995-12-31,Pesos,-0.1878827487971808,-0.0123371747613727,-0.052649298035889,-0.0405816444305099,0.00229859384711,0.0316512339016517,-0.0284520961057078,0.2341796610804845,0.0148185881198339,0.0580016373757652,0.0446939940524353
1996-12-31,Pesos,0.0751226129140725,0.1947605945422474,0.2081315609867073,0.203372891954471,0.0547141969931994,-0.000523754965904,0.0552668982715234,-0.018982407844215,-0.1172171213118261,-0.1269872991880194,-0.1235350205702456
1997-12-31,Pesos,0.1379370583640637,0.1677392539412849,0.1934578913236693,0.2579475461083513,0.0760950542853704,-0.0046391313116429,0.081110467707457,-0.0543457158936357,-0.0784800197018317,-0.0983384817273538,-0.1445628574780949
1998-12-31,Pesos,0.0253354228165807,0.0261423977684625,0.0501422820060928,0.1119009433584174,0.0207924291211811,-0.0170527962400085,0.0385017885156226,-0.0044307390482231,-0.0052136707916133,-0.0279484536408194,-0.081939416259554
1999-12-31,Pesos,0.007489631438091,-0.0270581332439914,-0.0235188644048602,0.023873566946909,-0.0515983953744502,-0.0183655839220664,-0.0338545704063268,-0.05864876914733,-0.0252227424566289,-0.0287558355671421,-0.0737121894321478
2000-12-31,Pesos,-0.0872247559794243,-0.0419339362081121,-0.0330434130694972,0.0289183299720361,0.0024010397745508,0.0103728710073174,-0.007889989390569,0.098190432246161,0.0462754894033001,0.0366556816749785,-0.0257720068007786
2001-12-31,Pesos,-0.2041255142509843,-0.1485437282450118,0.0617987160159874,-0.2127621208654938,-0.0545629675892735,-0.0109576771833679,-0.0440883968258556,0.1879222783740253,0.110376497036106,-0.1095892110718177,0.2009547018369406
2002-12-31,Pesos,1.4330639958268128,0.6105148058703365,0.0559335930883657,0.1478011053009,0.1633188715531541,0.3055520405390297,-0.1089448482859027,-0.5218708289019619,-0.2776726626089684,0.1016969998565069,0.0135195602971529
2003-12-31,Pesos,0.5913961947570641,0.5804451507994979,0.6117593058875515,0.3932950177771612,0.2026025337513597,0.104957030215496,0.0883704079576923,-0.2443097842552377,-0.2390735400447142,-0.2538572419849504,-0.1368643981301455
2004-12-31,Pesos,0.1311975294532179,0.304559875280578,0.4034594610636821,0.2625075741624678,0.2905106008228044,0.1836335424920328,0.0902957330068152,0.140835766717589,-0.0107693596315401,-0.0804788904663293,0.022180482108326
2005-12-31,Pesos,0.0425531258076092,0.272953451008481,0.2204913753896555,0.2012309648583883,0.2008244212186496,0.1031751119824055,0.0885165992013437,0.1518112521013601,-0.0566627394997737,-0.0161139640701902,-0.0003384391941534
2006-12-31,Pesos,0.4634543772700856,0.1997688276566982,0.1914364330493276,0.2447961687167803,0.2289396729764077,0.1374105248591524,0.0804715150043027,-0.1602473626346584,0.0243137216497646,0.0314773318045138,-0.0127382266581993
2007-12-31,Pesos,0.2399554724072519,0.2587118512121595,0.2606960787836194,0.214292768644114,0.2529331218683941,0.1493992502458347,0.0900765087504757,0.0104662221748554,-0.0045909866807087,-0.006157675149363,0.0318212824963339
2008-12-31,Pesos,0.1024426921645134,0.1688479185819873,0.1645754018799516,0.1404185226260874,0.2816850626085649,0.2317116498131239,0.0405723310346406,0.1625865650142148,0.0965370620358108,0.1005599642063237,0.1238725408082441
2009-12-31,Pesos,0.1178734967511956,0.1334909534005171,0.1669991155998487,0.1540719153585967,0.085489942603733,0.1537764937089212,-0.0591852507634946,-0.0289688898087098,-0.0423479434509639,-0.0698451026282218,-0.0594260824149366
2010-12-31,Pesos,0.3110565002806575,0.3582028370098102,0.3867723387642785,0.3766192164370017,0.3315826203553513,0.2091512427204698,0.1012539815610023,0.0156561674270325,-0.0195995884628434,-0.0397972449162816,-0.0327153620579371
2011-12-31,Pesos,0.3897179134851931,0.2948755204035314,0.2353695063798018,0.2470085189646791,0.3113056889620771,0.2370347218395929,0.0600395169280578,-0.056423122823876,0.0126886085184663,0.0614683964515223,0.0515611313151092
2012-12-31,Pesos,0.3787410783814002,0.3777270739303602,0.3507582471802382,0.3162467805361502,0.2105941571925986,0.2231488067330491,-0.0102642045443209,-0.1219568516709467,-0.121310613618826,-0.1037669696115034,-0.0802680963067699
2013-12-31,Pesos,0.2272479697155618,0.2485566295791308,0.2497812957073348,0.2554461001801398,0.2693016834059016,0.2394879841627464,0.0240532378079436,0.0342666801885902,0.01661522860502,0.0156190429202403,0.0110363823853321
2014-12-31,Pesos,0.2263222102227007,0.2901835139357613,0.2981675410876689,0.2832962026103278,0.3675820019384317,0.4028297163155059,-0.0251261532081393,0.1151897849832452,0.0599902937579499,0.0534711111268455,0.0656791465264681
2015-12-31,Pesos,0.3487622822742711,0.2555843270553983,0.3184791897268391,0.3726775517704168,0.3003709348376957,0.2657999160247071,0.0273115982828944,-0.035878336807416,0.0356699321720039,-0.013734198484312,-0.0526756023943593
2016-12-31,Pesos,0.3170028067645829,0.2848900726393226,0.4663323889408015,0.3753745171958422,0.3818363423336577,0.411193799882279,-0.020803278437781,0.0492280921772279,0.0754510224327558,-0.0576240743534139,0.0046982295055095
2017-12-31,Pesos,0.2183964607100557,0.2025577638340179,0.2939959676228092,0.2819427921428856,0.2955787283413504,0.2600637928190794,0.0281850297775918,0.0633474161491856,0.0773525956963276,0.0012231573808139,0.0106369303544904
2018-12-31,Pesos,0.4074110726990119,0.2182991128413691,0.4052925261415883,0.5251015485221855,0.3831608473019539,0.4203366895750307,-0.0261739646282037,-0.0172303784356001,0.1353212300024475,-0.015748805624406,-0.0930696722180705
2019-12-31,Pesos,0.3452175140902966,0.2888455838844761,0.2187332307669138,0.2036874036289238,0.4621038290026849,0.4919557905966119,-0.0200086100285784,0.0868902714156472,0.1344290171643545,0.1996914436169303,0.2146873221358609
2020-12-31,Pesos,0.3033052209097551,0.739529522476301,0.638345159821049,0.6707053217765786,0.2621418296695457,0.4008308780119927,-0.099004848136464,-0.0315838458864423,-0.2744349472880296,-0.2296239763009369,-0.2445455142697327
2021-12-31,Pesos,0.479211375577627,0.5880417440360679,0.5334556928121486,0.5242773457283261,0.7032908460718776,0.5384044990437362,0.107180099337095,0.1514857674798155,0.0725730935402866,0.1107532184045529,0.117441554088056
2022-12-31,Pesos,0.4241104107868185,0.5834523284656434,0.7005567504934502,0.8139134559377081,0.7787086115930999,0.6947123955121439,0.0495636996008235,0.2489962843613835,0.1233104903869499,0.0459566321894122,-0.0194082271286802
2023-12-31,Pesos,0.8463587779029453,1.2368133338718643,1.99925686545916,1.5574939228276037,1.3021417655682912,1.3383986729143675,-0.0155050153620256,0.2468550495819748,0.0292060274798813,-0.2324292753712331,-0.0998446780186251
