year,GDP_Current_gr,GDP_Constant_gr,Broad_Money_gr,Inflation,Velocity_Money_gr
2013-12-31,0.26930168340590166,0.02405323780794366,0.2702637204388394,0.239487984162746,-0.0009620370329377348
2014-12-31,0.3675820019384317,-0.02512615320813938,0.2984622718770069,0.402829716315506,0.0691197300614248
2015-12-31,0.3003709348376957,0.027311598282894423,0.39450227896351286,0.265799916024707,-0.09413134412581714
2016-12-31,0.3818363423336577,-0.02080327843778107,0.41584060891324226,0.411193799882279,-0.03400426657958455
2017-12-31,0.29557872834135046,0.028185029777591852,0.30119429186637503,0.260063792819079,-0.0056155635250245695
2018-12-31,0.3831608473019539,-0.02617396462820376,0.4740677999651137,0.420336689575031,-0.09090695266315985
2019-12-31,0.4621038290026849,-0.020008610028578455,0.2582682729002421,0.491955790596612,0.20383555610244275
2020-12-31,0.2621418296695457,-0.09900484813646404,0.6644278978529086,0.40083087801199296,-0.4022860681833629
2021-12-31,0.7032908460718776,0.10718009933709505,0.5126512805753953,0.538404499043736,0.1906395654964823
2022-12-31,0.7787086115930999,0.04956369960082352,0.849460127500637,0.6947123955121439,-0.07075151590753714
2023-12-31,1.3021417655682912,-0.015505015362025643,1.5642968360433542,1.33839867291437,-0.26215507047506303
